cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/19/20,7/21/20,Redfield & Wilton Strategies,1121,lv,0.8731225,0,48,48.77087,50.03817,,67840,126984,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/20/20,7/23/20,Mason-Dixon Polling & Strategy,625,lv,1.109911,0,50,50.01654,51.21685,,67833,126974,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/24/20,7/26/20,Change Research,685,lv,0.6657578,0,48,47.58149,48.82425,,67809,126903,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,5/17/20,5/26/20,Morning Consult,3593,lv,1.349995,0,47,46.73021,49.1424,T,67795,126881,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/17/20,7/26/20,Morning Consult,3760,lv,1.359898,0,49,48.72962,49.98452,T,67687,126751,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/18/20,7/24/20,SSRS,880,rv,1.101679,0,51,50.97272,52.23758,,67662,126665,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/16/20,7/20/20,Quinnipiac University,924,rv,1.316339,0,51,51.20586,52.48596,,67636,126545,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/13/20,7/14/20,St. Pete Polls,3018,lv,1.290129,0,50.4,49.54514,50.81279,,67631,126540,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/10/20,7/12/20,Change Research,1128,lv,0.8213024,0,50,49.58097,50.87121,,67088,125351,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/13/20,7/13/20,Gravis Marketing,529,lv,0.708382,0,53,52.25863,53.54779,,67081,125342,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,7/7/20,7/10/20,YouGov,1206,lv,1.407462,0,48,48.40092,49.66686,,67056,125290,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,6/29/20,7/2/20,Trafalgar Group,1072,lv,0.6628679,0,45.9,48.04348,49.28826,,66992,125127,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,6/26/20,6/28/20,Change Research,951,lv,0.7647051,0,50,49.58097,50.79403,,66957,125030,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,6/20/20,6/23/20,Fox News/Beacon Research/Shaw & Co. Research,1010,rv,1.555258,0,49,49.70467,50.93728,,66916,124953,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,6/14/20,6/15/20,Redfield & Wilton Strategies,1079,lv,0.8617224,0,45,45.7672,47.12339,,66906,124933,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,6/8/20,6/18/20,Siena College/The New York Times Upshot,651,rv,1.211304,0,47,48.29077,49.74684,,66893,124895,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,6/12/20,6/14/20,Change Research,713,lv,0.6681147,0,50,49.58097,51.02232,,66829,124713,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,6/9/20,6/11/20,IBD/TIPP,875,lv,1.593762,0,51,50.57272,52.11789,,66819,124684,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,5/18/20,5/30/20,Cygnal,881,lv,1.330415,0,47,47.25384,49.55655,,66785,124610,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,5/29/20,5/31/20,Change Research,1186,lv,0.8598452,0,48,47.58149,49.60199,,66711,124435,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,5/26/20,5/27/20,St. Pete Polls,4763,rv,1.359001,0,47.5,47.48769,49.63594,,66554,124032,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,5/10/20,5/14/20,Redfield & Wilton Strategies,1014,lv,0.8428929,0,45,45.7672,48.51939,,66504,123928,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,5/14/20,5/17/20,Point Blank Political,2149,lv,0.8056893,0,48.4,48.14069,50.74113,,66308,123432,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,5/8/20,5/12/20,Florida Atlantic University,928,rv,1.021398,0,52.65,51.58767,54.38747,,66288,123389,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,4/18/20,4/21/20,Fox News/Beacon Research/Shaw & Co. Research,1004,rv,1.548113,0,46,46.70236,49.2336,,65905,122089,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,4/16/20,4/20/20,Quinnipiac University,1385,rv,1.727101,0,46,46.20513,48.72314,,65841,121789,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,4/16/20,4/17/20,St. Pete Polls,5659,rv,1.390508,0,48.3,48.28768,50.79193,,65779,121602,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,3/31/20,4/4/20,University of North Florida,3244,rv,2.535962,0,46,46.34172,49.07681,,65673,121353,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,3/14/20,3/16/20,AtlasIntel,1100,rv,0.9533595,0,45.4,46.53933,48.81461,,64852,120091,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,3/6/20,3/12/20,Latino Decisions,1071,rv,1.062368,0,45,46.22448,48.35461,,64842,120061,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,3/5/20,3/7/20,Florida Atlantic University,1216,rv,1.175029,0,49.41,48.3468,50.37429,,64787,119864,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,2/17/20,2/22/20,Saint Leo University,900,lv,0.5337339,0,51.2,50.34655,52.51165,,64657,119406,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,2/10/20,2/18/20,University of North Florida,668,rv,1.009532,0,49,49.34295,51.59182,,64462,118576,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,1/3/20,1/12/20,Cherry Communications,608,lv,0.6666709,0,45,46.44073,48.76924,,63311,115906,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,1/9/20,1/12/20,Florida Atlantic University,1285,rv,1.206426,0,51.41,50.34667,52.61594,,63280,115772,,,
2020,Florida,10/21/20,Joseph R. Biden Jr.,12/11/19,12/16/19,Mason-Dixon Polling & Strategy,625,rv,0.9947295,0,47,47.85763,50.90485,,63202,115288,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/22/20,10/19/20,SurveyMonkey,765,lv,0.3852633,0.3852633,88,87.17148,87.27668,T,71510,133948,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,727,lv,0.0130337,0.0129525,88,87.17148,87.28303,T,71433,133765,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,718,lv,0.0128344,0.0126746,88,87.17148,87.28985,T,71343,133603,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,704,lv,0.0125508,0.0123163,88,87.17148,87.29811,T,71285,133486,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,674,lv,0.0119874,0.0116888,88,87.17148,87.30891,T,71232,133368,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,612,lv,0.0108618,0.0105236,88,87.17148,87.32101,T,71150,133209,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,565,lv,0.010009,0.009635,88,87.17148,87.33398,T,71056,133002,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/14/20,10/12/20,SurveyMonkey,543,lv,0.0185447,0.0177364,87,86.14155,86.32222,T,70932,132763,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,151,lv,0.1537955,0.0264306,86.95,86.09007,86.63763,,70490,131344,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,290,lv,0.1919327,0.0652523,90.53,89.78255,90.29504,,70439,131242,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,252,lv,0.1262955,0.0751797,83,82.03271,82.5692,,70389,131140,,,
2020,District of Columbia,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,343,lv,0.0723747,0.062911,86.34,85.4624,85.82721,T,70338,131033,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/22/20,10/19/20,SurveyMonkey,1044,lv,0.426576,0.426576,63,61.1911,61.41938,T,71509,133947,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,989,lv,0.0144341,0.0143215,64,62.2034,62.44743,T,71424,133764,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,969,lv,0.0141495,0.0139287,65,63.21672,63.47819,T,71342,133602,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,952,lv,0.0139138,0.0135882,64,62.2034,62.48943,T,71284,133485,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,900,lv,0.0131707,0.0127598,65,63.21672,63.52735,T,71223,133358,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,848,lv,0.0124304,0.0119456,65,63.21672,63.55655,T,71149,133208,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/15/20,10/13/20,SurveyMonkey,776,lv,0.0220097,0.0209796,64,62.2034,62.57617,T,71055,133001,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,740,lv,0,0,63,61.1911,61.59713,T,70931,132762,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/21/20,9/27/20,University of Delaware,847,lv,1.081735,0.946729,54,55.12434,55.80713,,70561,131632,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,232,lv,0.1890895,0,64.14,62.3452,63.55442,,70489,131343,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,453,lv,0.2916721,0.0505079,67.32,65.57159,66.85184,,70438,131241,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,348,lv,0.1525909,0.0752242,67,65.24644,66.33038,,70388,131139,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,395,lv,0.0769628,0.0643558,61.24,59.41192,60.25196,T,70337,131032,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,8/21/20,8/22/20,Public Policy Polling,710,v,1.04091,0.5781028,58,58.03642,59.09246,,68194,127716,,,
2020,Delaware,10/21/20,Joseph R. Biden Jr.,1/16/20,1/21/20,Gonzales Research & Marketing Strategies Inc.,410,lv,0.6573019,0,55.9,56.25968,58.17618,,63365,116194,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/21/20,10/19/20,SurveyMonkey,3020,lv,0.4431308,0.4431308,62,59.873,60.30876,T,71511,133949,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,2935,lv,0,0,62,59.873,60.32851,T,71426,133766,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,2907,lv,0.0152347,0.0150778,63,60.88601,61.3601,T,71344,133604,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/18/20,10/16/20,SurveyMonkey,2862,lv,0.0289721,0.0285245,63,60.88601,61.38459,T,71286,133487,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,2681,lv,0,0,64,61.9002,62.42457,T,71225,133360,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,2453,lv,0.0128805,0.0125489,63,60.88601,61.44688,T,71151,133210,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,2197,lv,0.0115485,0.0111917,62,59.873,60.47486,T,71057,133003,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,2088,lv,0.0109895,0.0105934,62,59.873,60.51038,T,70930,132761,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,574,lv,0.1411402,0.0444788,65.21,63.12897,64.78909,,70491,131345,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,1360,lv,0.2313427,0.1050692,59.38,57.22446,59.06977,,70440,131243,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,1009,lv,0.1546807,0.102908,64,61.9002,63.38108,,70390,131141,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,1415,lv,0.0993704,0.0886248,61.25,59.11401,60.28166,T,70339,131034,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,5/19/20,5/24/20,SurveyUSA,808,rv,1.38382,0.2365748,52,53.30048,55.89513,,68073,127497,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,4/30/20,5/4/20,Quinnipiac University,945,rv,1.337578,0.0909167,56,56.30079,58.98162,,66147,122949,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,3/24/20,4/3/20,Sacred Heart University,1000,a,0.5010657,0,47.3,50.29756,53.2248,,65743,121524,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,2/24/20,3/12/20,Sacred Heart University,1000,a,0.4784294,0,51.9,54.88986,57.0544,,64876,120158,,,
2020,Connecticut,10/21/20,Joseph R. Biden Jr.,12/16/19,1/2/20,Sacred Heart University,1000,a,0.6766919,0,51.7,54.69086,57.93368,,63255,115614,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/22/20,10/19/20,SurveyMonkey,5272,lv,0.5630524,0.1608242,58,55.43513,55.72736,T,71512,133950,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,10/9/20,10/15/20,RMG Research,800,lv,0.8138771,0.7245088,51,51.58197,51.65528,,71449,133815,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/20/20,10/18/20,SurveyMonkey,5126,lv,0.0395769,0.0090448,58,55.43513,55.74583,T,71427,133767,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,10/5/20,10/9/20,YouGov,800,lv,1.118413,0.6271802,47,47.81703,47.93369,,71368,133643,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,10/12/20,10/16/20,RBI Strategies & Research,502,lv,0.808035,0.808035,55,54.36771,54.43621,,71352,133613,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,5054,lv,0,0,58,55.43513,55.76721,T,71345,133605,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,4955,lv,0.0223905,0.0025128,57,54.42686,54.78584,T,71287,133488,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,4722,lv,0.0229545,0.0018974,57,54.42686,54.82214,T,71226,133361,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,4345,lv,0.0229815,0.0016734,57,54.42686,54.8623,T,71152,133211,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,10/8/20,10/13/20,Keating Research/OnSight Public Affairs/Melanson,519,lv,0.7348269,0.6137946,54,53.26058,53.21657,,71098,133093,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,10/11/20,10/14/20,Civiqs,1013,lv,0.9671282,0.9140301,54,53.35159,53.4344,,71069,133031,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,4111,lv,0.0239813,0.0015135,57,54.42686,54.9023,T,71058,133004,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,3875,lv,0.0253582,0.001359,57,54.42686,54.94247,T,70929,132760,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,10/2/20,10/11/20,Morning Consult,837,lv,0.8767053,0.4435026,54,54.27989,54.37999,T,70753,132362,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,10/1/20,10/6/20,SurveyUSA,1021,lv,1.889375,0.5408577,50,50.32152,50.57177,,70691,132224,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,1088,lv,0.5135921,0,56.56,53.98365,55.46291,,70492,131346,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,2337,lv,0.5681176,0,57.78,55.2132,56.72828,,70441,131244,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,2385,lv,0.6177357,0,57,54.42686,55.80867,,70391,131142,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,2717,lv,0.5350465,0,56.97,54.39664,55.4283,T,70340,131035,,,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,8/28/20,9/1/20,Global Strategy Group,800,lv,0.6154068,0,51.5,50.41818,51.47144,,69433,129319,,,60.98160735
2020,Colorado,10/21/20,Joseph R. Biden Jr.,8/30/20,9/5/20,Fabrizio Ward/Hart Research Associates,800,lv,1.401522,0,50,50.37075,51.54482,,68579,128406,,60.80278,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,8/29/20,9/7/20,Morning Consult,657,lv,0.6387752,0,49,49.28106,50.51521,T,68543,128320,,61.8104,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,8/21/20,8/30/20,Morning Consult,638,lv,0.4834929,0,51,51.28102,52.62116,T,68291,127912,,61.8104,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,8/7/20,8/16/20,Morning Consult,601,lv,0.7194574,0,51,51.28102,52.41117,T,68280,127901,,61.8104,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,5/17/20,5/26/20,Morning Consult,572,lv,0.7235036,0,50,50.28111,52.89228,T,67794,126880,,60.80278,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,7/23/20,7/24/20,Public Policy Polling,891,v,0.9089935,0,54,52.67079,54.02649,,67784,126867,,61.8104,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,7/17/20,7/26/20,Morning Consult,616,lv,0.6808945,0,52,52.28079,53.6275,T,67686,126750,,60.80278,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,6/29/20,6/30/20,Public Policy Polling,840,v,0.8812919,0,56,54.67669,56.06076,,66973,125078,,61.8104,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,5/7/20,5/11/20,Global Strategy Group,800,rv,0.5860134,0,53,52.76096,55.5907,,66303,123416,,60.99417,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,5/1/20,5/3/20,Keating Research/OnSight Public Affairs/Melanson,600,lv,0.8016927,0,55,54.26214,57.11822,,66140,122924,,61.9112,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,4/10/20,4/19/20,Montana State University Bozeman,380,lv,0.5251078,0,53.16,52.9865,55.72358,,66099,122798,,61.8104,
2020,Colorado,10/21/20,Joseph R. Biden Jr.,2/15/20,2/19/20,Climate Nexus,485,rv,0.5585949,0,46,47.55685,50.03028,,64660,119424,,62.11282,
2020,California,10/21/20,Joseph R. Biden Jr.,9/22/20,10/19/20,SurveyMonkey,22797,lv,0.5592518,0.5592518,62,60.80278,61.18057,T,71513,133951,,59.71169,
2020,California,10/21/20,Joseph R. Biden Jr.,9/20/20,10/18/20,SurveyMonkey,22780,lv,0.0390976,0.0380741,63,61.8104,62.20239,T,71428,133768,,62.33199,
2020,California,10/21/20,Joseph R. Biden Jr.,9/19/20,10/17/20,SurveyMonkey,22834,lv,0.0197075,0.0186757,63,61.8104,62.21918,T,71346,133606,,65.05887,
2020,California,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,22865,lv,0,0,63,61.8104,62.23793,T,71288,133489,,61.19838,
2020,California,10/21/20,Joseph R. Biden Jr.,9/17/20,10/15/20,SurveyMonkey,22318,lv,0.0391208,0.0350243,62,60.80278,61.25833,T,71227,133362,,61.12713,
2020,California,10/21/20,Joseph R. Biden Jr.,9/16/20,10/14/20,SurveyMonkey,21759,lv,0.0192973,0.0167714,63,61.8104,62.29231,T,71153,133212,,57.38958,
2020,California,10/21/20,Joseph R. Biden Jr.,9/15/20,10/13/20,SurveyMonkey,21460,lv,0.0193012,0.0162696,62,60.80278,61.31843,T,71059,133005,,61.33406,
2020,California,10/21/20,Joseph R. Biden Jr.,9/14/20,10/12/20,SurveyMonkey,21492,lv,0.0196498,0.0160491,63,61.8104,62.35201,T,70928,132759,,58.42294,
2020,California,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,8412,lv,0.5012058,0,62.19,60.99417,62.3983,,70493,131347,,65.05887,
2020,California,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,19027,lv,0.618242,0,63.1,61.9112,63.26245,,70442,131245,,58.2156,
2020,California,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,17537,lv,0.6845858,0,63,61.8104,63.02229,,70392,131143,,58.71499,
2020,California,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,20346,lv,0.3172852,0.1428614,63.3,62.11282,63.05295,T,70341,131036,,64.79623,
2020,California,10/21/20,Joseph R. Biden Jr.,9/26/20,9/28/20,SurveyUSA,558,lv,1.131353,0.7463372,59,59.71169,60.27444,,70054,130494,,66.0119,
2020,California,10/21/20,Joseph R. Biden Jr.,9/19/20,9/21/20,Redfield & Wilton Strategies,1885,lv,1.012611,0.4824483,62,62.33199,63.10177,,70000,130389,,62.27663,
2020,California,10/21/20,Joseph R. Biden Jr.,9/9/20,9/15/20,"University of California, Berkeley",5942,lv,1.201293,0.3207641,67,65.05887,65.97997,,69971,130309,,60.04645,
2020,California,10/21/20,Joseph R. Biden Jr.,9/4/20,9/13/20,Public Policy Institute of California,1168,lv,1.788029,0.3370108,60,61.19838,62.0626,,69498,129461,,55.7457,
2020,California,10/21/20,Joseph R. Biden Jr.,8/22/20,8/24/20,David Binder Research,800,lv,0.9684921,0,61,61.12713,62.16416,,69496,129459,,60.94719,
2020,California,10/21/20,Joseph R. Biden Jr.,8/29/20,9/1/20,Spry Strategies,600,lv,0.8348768,0,56.21,57.38958,58.39907,,68501,128245,,60.12289,
2020,California,10/21/20,Joseph R. Biden Jr.,8/9/20,8/9/20,Redfield & Wilton Strategies,1904,lv,1.014986,0,61,61.33406,62.30871,,68068,127490,,58.54623,
2020,California,10/21/20,Joseph R. Biden Jr.,8/12/20,8/12/20,SurveyUSA,500,a,0.6022938,0,56,58.42294,59.3894,,68040,127425,,60.53216,
2020,California,10/21/20,Joseph R. Biden Jr.,7/21/20,7/27/20,"University of California, Berkeley",6756,lv,1.214199,0,67,65.05887,66.17481,,67892,127106,,56.96408,
2020,California,10/21/20,Joseph R. Biden Jr.,5/17/20,5/26/20,Public Policy Institute of California,1048,lv,1.660983,0,57,58.2156,60.24315,,66727,124479,,60.53216,
2020,California,10/21/20,Joseph R. Biden Jr.,5/18/20,5/19/20,SurveyUSA,537,lv,1.093519,0,58,58.71499,60.93923,,66399,123700,,,
2020,California,10/21/20,Joseph R. Biden Jr.,5/8/20,5/9/20,Emerson College,800,rv,1.241459,0,65.17,64.79623,66.95258,,66243,123280,,,
2020,California,10/21/20,Joseph R. Biden Jr.,3/28/20,3/29/20,Public Policy Polling,962,v,1.269704,0,67,66.0119,68.13098,,65048,120698,,,
2020,California,10/21/20,Joseph R. Biden Jr.,2/24/20,3/2/20,AtlasIntel,1100,rv,0.9533595,0,62.1,62.27663,63.95837,,64661,119433,,,
2020,California,10/21/20,Joseph R. Biden Jr.,2/26/20,2/28/20,YouGov,1507,rv,1.427484,0,59,60.04645,61.76182,,64651,119384,,,
2020,California,10/21/20,Joseph R. Biden Jr.,2/20/20,2/25/20,"University of California, Berkeley",6002,lv,1.202353,0,57.8,55.7457,57.65799,,64595,119246,,,
2020,California,10/21/20,Joseph R. Biden Jr.,2/22/20,2/26/20,SSRS,951,rv,1.155864,0,60,60.94719,62.69797,,64614,119209,,,
2020,California,10/21/20,Joseph R. Biden Jr.,2/1/20,2/15/20,YouGov,1200,lv,1.389135,0,59.9,60.12289,62.26255,,64478,118669,,,
2020,California,10/21/20,Joseph R. Biden Jr.,2/13/20,2/16/20,SurveyUSA,1196,rv,1.772653,0,57,58.54623,60.62106,,64352,118570,,,
2020,California,10/21/20,Joseph R. Biden Jr.,1/14/20,1/16/20,SurveyUSA,1967,rv,2.526986,0,59,60.53216,62.49329,,63296,115921,,,
2020,California,10/21/20,Joseph R. Biden Jr.,12/4/19,12/8/19,SSRS,1011,rv,1.199252,0,56,56.96408,59.15699,,63083,114819,,,
2020,California,10/21/20,Joseph R. Biden Jr.,11/20/19,11/22/19,SurveyUSA,2039,rv,2.874591,0,59,60.53216,62.26082,,62980,114103,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/22/20,10/19/20,SurveyMonkey,1707,lv,0.4284574,0.4013398,40,39.10601,39.25232,T,71515,133953,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,10/11/20,10/13/20,Hendrix College,647,lv,0.8901665,0.8901665,33.5,33.22867,33.21186,,71160,133783,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,1640,lv,0.0146391,0.0136284,40,39.10601,39.27372,T,71430,133770,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,1609,lv,0.0143063,0.0132362,39,38.11118,38.30114,T,71348,133608,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,1577,lv,0.0139715,0.0128461,39,38.11118,38.32709,T,71290,133491,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,1466,lv,0.0129457,0.0118284,39,38.11118,38.35582,T,71229,133364,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/16/20,10/14/20,SurveyMonkey,1385,lv,0.0235472,0.0213794,39,38.11118,38.389,T,71155,133214,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,1311,lv,0,0,40,39.10601,39.41473,T,71061,133007,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,1231,lv,0.0107854,0.0096684,39,38.11118,38.44578,T,70927,132758,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,354,lv,0.1873915,0.0321304,38.32,37.43496,38.56442,,70495,131349,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,747,lv,0.238667,0.0779993,32.41,31.56736,32.65539,,70444,131247,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,689,lv,0.164358,0.0924869,32,31.16094,32.14116,,70394,131145,,,
2020,Arkansas,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,771,lv,0.0856394,0.0698715,37.67,36.78878,37.55515,T,70343,131038,,,
